20399	1725
20793	1733
21351	1725
21632	1725
22311	1715
22636	1743
23112	1673
23502	1657
24120	1707
24663	1671
25581	1731
25790	1723
26645	1701
26909	1687
27150	1689
27430	1617
27544	1647
28312	1649
29162	1715
29831	1647
30543	1633
31159	1637
31925	1603
32672	1619
32969	1641
33316	1627
34096	1647
34661	1599
35461	1645
36222	1613
36997	1671
37533	1625
38177	1563
38431	1577
39167	1589
39480	1625
40113	1589
40957	1559
41358	1565
41782	1571
42400	1593
43064	1567
43941	1553
44528	1531
44675	1531
45077	1489
45426	1531
45821	1511
45879	1505
46136	1469
46931	1597
47797	1585
48134	1605
48563	1621
49414	1601
50053	1541
50514	1495
50544	1491
51235	1519
51534	1541
51669	1555
52206	1541
52920	1527
53263	1531
53795	1533
54561	1543
55356	1505
55584	1507
55843	1511
56484	1553
56927	1527
56951	1509
57468	1515
57967	1553
58234	1509
58893	1495
59223	1495
59323	1511
59800	1533
59897	1543
60680	1515
61070	1495
61087	1497
61680	1493
62519	1537
63317	1523
64131	1493
64324	1499
65096	1471
65262	1467
65724	1497
66401	1493
66410	1485
67204	1511
67621	1521
67939	1545
68467	1499
68653	1495
69305	1485
69533	1489
69666	1495
70465	1433
71120	1409
71835	1519
72014	1515
72171	1509
72364	1517
72604	1523
72799	1507
72893	1499
72970	1491
73189	1503
73589	1507
73677	1495
74300	1487
74961	1463
74981	1461
75642	1451
76224	1479
76344	1491
76491	1485
76995	1517
77268	1527
77835	1509
78118	1493
78367	1477
78874	1441
79183	1447
79225	1467
79898	1461
80309	1461
80576	1477
81211	1449
81706	1427
82234	1457
82989	1435
83765	1435
83853	1445
84008	1457
84800	1427
85335	1417
86140	1389
86574	1371
87144	1419
87210	1415
87975	1401
88051	1399
88774	1407
89282	1387
89353	1399
90018	1419
90436	1401
90677	1417
90698	1417
90746	1417
91511	1423
91701	1409
92345	1405
93042	1441
93657	1439
93693	1425
94402	1417
94946	1393
95606	1419
96121	1385
96561	1413
97174	1421
97947	1431
98326	1387
98486	1409
98862	1405
99609	1403
100325	1399
100786	1405
101269	1425
101429	1433
101711	1417
101718	1417
101770	1415
101863	1427
102502	1379
103134	1395
103490	1379
103750	1389
104378	1371
104608	1375
104671	1381
105044	1405
105631	1393
106382	1409
106453	1415
106631	1425
106847	1391
106955	1409
107008	1395
107520	1403
107577	1405
108032	1419
108447	1411
108846	1413
109069	1401
109739	1399
110017	1391
110582	1383
110770	1381
111225	1397
111311	1395
111484	1395
111642	1391
111857	1381
112376	1383
112764	1367
112766	1365
112903	1363
113086	1357
113339	1361
113739	1391
113813	1395
114101	1369
114495	1389
115041	1381
115745	1349
115861	1369
116312	1351
116349	1349
116728	1357
116828	1355
117256	1351
117490	1365
117959	1343
118072	1355
118483	1369
118970	1377
119534	1385
119984	1371
119992	1367
120291	1395
120891	1373
121292	1391
121797	1363
122000	1341
122381	1363
122588	1363
123075	1379
123538	1361
123638	1367
124312	1373
124316	1371
124596	1383
124901	1389
125178	1377
125264	1379
125905	1381
126366	1389
126712	1389
127060	1371
127207	1377
127563	1393
127875	1379
128409	1369
129086	1373
129358	1379
130000	1369
130455	1377
130723	1377
131260	1387
131600	1375
132089	1363
132500	1397
132517	1365
132824	1369
133236	1371
133827	1361
133930	1357
134427	1373
134867	1375
135385	1403
135770	1367
136200	1387
136395	1373
136751	1379
137250	1379
137687	1383
137996	1409
138319	1395
138987	1383
139017	1377
139326	1373
139681	1369
139716	1371
140261	1345
140494	1337
140496	1337
140612	1337
140742	1343
141190	1355
141326	1357
141637	1363
141833	1363
142480	1357
142588	1367
142791	1367
143360	1377
143526	1363
143794	1371
143922	1359
143927	1357
144258	1373
144280	1369
144856	1369
145259	1379
145300	1377
145488	1371
145906	1361
146166	1357
146177	1361
146492	1369
147134	1351
147526	1369
147652	1359
147680	1363
148103	1357
148206	1351
148424	1359
149040	1345
149505	1357
149766	1369
149901	1357
150099	1351
150725	1353
150790	1353
151363	1365
151922	1337
152362	1357
152511	1349
153063	1363
153152	1357
153219	1357
153753	1359
154355	1313
154742	1307
155342	1377
155765	1375
155935	1377
156048	1365
156298	1351
156561	1355
156753	1351
157327	1359
157899	1309
157916	1313
158359	1323
158780	1329
159046	1327
159613	1329
160083	1345
160355	1345
160609	1353
160664	1357
160906	1347
160958	1341
161209	1341
161622	1335
161625	1335
161970	1337
162035	1331
162047	1329
162147	1333
162440	1341
162968	1341
163144	1339
163368	1325
163836	1341
164020	1335
164505	1319
165009	1351
165272	1363
165548	1335
165716	1349
165850	1335
166004	1335
166357	1343
166808	1347
167335	1349
167905	1365
168221	1355
168612	1341
168637	1345
168820	1347
169211	1337
169602	1351
169647	1355
170112	1353
170447	1361
170999	1363
171239	1337
171592	1379
171663	1365
172151	1361
172218	1349
172272	1365
172820	1339
173114	1353
173628	1351
174099	1331
174318	1369
174658	1335
174785	1343
174911	1331
175280	1343
175531	1359
175719	1347
176060	1367
176200	1355
176336	1353
176843	1333
176976	1357
177518	1335
177719	1365
177851	1347
178309	1361
178367	1367
178421	1359
178655	1353
179162	1317
179622	1331
179908	1325
180184	1341
180195	1339
180666	1347
180984	1359
181084	1357
181157	1351
181240	1361
181414	1355
181743	1343
181829	1343
182320	1347
182728	1335
183189	1347
183208	1343
183321	1345
183372	1343
183723	1351
183729	1353
183858	1343
184157	1345
184157	1345
184228	1343
184360	1353
184427	1343
184648	1337
184730	1345
184852	1349
185300	1335
185523	1343
185942	1349
186261	1347
186719	1357
187143	1355
187526	1327
187750	1343
188167	1347
188417	1321
188912	1357
189108	1335
189532	1363
189669	1345
190109	1361
190393	1329
190785	1335
190965	1365
191064	1349
191480	1325
191530	1331
191534	1329
191582	1343
191737	1339
192155	1333
192493	1359
192538	1347
192961	1333
193224	1331
193568	1339
193764	1353
193887	1367
194140	1329
194609	1361
195023	1343
195243	1325
195244	1325
195371	1355
195583	1353
195800	1353
196095	1347
196436	1347
196659	1345
196799	1323
197020	1329
197268	1345
197448	1327
197872	1333
197997	1353
198084	1353
198430	1339
198793	1325
198857	1333
199044	1365
199152	1329
199599	1341
199678	1331
199855	1335
200072	1325
200203	1345
200290	1331
200475	1321
200645	1331
200671	1359
201107	1347
201377	1339
201380	1347
201610	1335
201879	1337
202198	1361
202630	1351
202782	1345
202893	1345
203300	1353
203697	1319
203935	1329
204056	1339
204144	1341
204227	1351
204425	1365
204438	1365
204588	1363
204825	1329
204892	1331
204993	1341
205348	1345
205558	1353
205926	1339
206011	1337
206041	1341
206422	1347
206470	1337
206645	1323
206960	1349
206976	1343
207158	1347
207564	1333
207680	1331
207901	1341
208014	1329
208204	1351
208217	1347
208390	1319
208667	1311
208931	1317
209221	1331
209366	1335
209690	1351
209753	1361
210082	1333
210444	1319
210797	1323
210848	1359
211128	1331
211375	1351
211513	1345
211762	1317
211930	1317
212305	1321
212335	1335
212583	1325
212646	1329
212669	1327
213043	1371
213339	1361
213634	1377
213979	1347
214247	1325
214554	1359
214743	1357
215065	1341
215365	1325
215513	1311
215780	1337
215910	1347
216231	1369
216443	1339
216644	1327
216973	1347
217073	1341
217334	1339
217411	1339
217509	1345
217794	1347
217811	1357
217893	1335
218036	1353
218243	1353
218526	1349
218818	1347
218820	1347
219066	1331
219211	1341
219319	1355
219337	1353
219353	1351
219687	1357
219832	1331
220131	1341
220135	1343
220179	1353
220229	1347
220381	1335
220556	1339
220606	1327
220882	1331
221207	1335
221313	1351
221595	1341
221831	1353
221831	1353
222142	1321
222190	1331
222198	1337
222329	1343
222485	1337
222630	1349
222818	1333
223003	1335
223030	1345
223169	1351
223401	1345
223601	1355
223707	1351
223817	1341
224026	1333
224093	1343
224391	1351
224481	1357
224710	1343
224891	1319
225082	1333
225397	1333
225598	1335
225774	1331
226031	1323
226333	1323
226420	1327
226518	1329
226792	1341
226967	1345
227261	1363
227433	1367
227631	1359
227813	1353
228061	1339
228338	1369
228447	1355
228496	1343
228749	1349
228889	1327
228916	1327
229035	1343
229318	1345
229359	1343
229480	1355
229595	1343
229735	1333
229845	1321
230041	1337
230249	1327
230513	1305
230523	1303
230577	1323
230770	1321
230856	1343
230999	1327
231015	1325
231212	1323
231313	1317
231413	1317
231662	1335
231766	1329
231969	1353
232169	1341
232244	1329
232424	1325
232440	1327
232677	1339
232690	1341
232814	1337
232948	1319
233203	1341
233462	1343
233619	1335
233787	1353
233792	1351
233972	1341
234176	1339
234293	1341
234455	1333
234601	1327
234673	1325
234870	1333
235040	1343
235196	1345
235345	1339
235390	1315
235571	1357
235772	1337
236013	1343
236167	1345
236216	1353
236247	1349
236264	1333
236424	1347
236521	1321
236668	1353
236816	1349
236914	1351
236935	1353
237053	1341
237268	1325
237353	1325
237575	1319
237784	1329
237987	1351
238128	1339
238140	1339
238200	1325
238247	1331
238445	1343
238646	1315
238792	1339
238837	1337
238951	1337
239146	1357
239322	1337
239367	1345
239395	1333
239533	1351
239723	1353
239842	1349
239957	1313
240120	1317
240230	1343
240239	1347
240449	1351
240561	1327
240585	1349
240689	1335
240851	1331
240965	1361
240965	1361
241067	1347
241151	1319
241320	1321
241449	1335
241538	1325
241582	1317
241660	1317
241774	1333
241906	1331
241992	1327
242143	1319
242229	1333
242299	1343
242446	1329
242478	1333
242549	1345
242663	1331
242683	1327
242703	1343
242709	1339
242798	1339
242937	1327
243115	1347
243283	1355
243381	1349
243513	1365
243621	1345
243709	1341
243773	1353
243805	1349
243840	1341
243982	1333
244148	1319
244256	1333
244316	1323
244462	1315
244552	1341
244711	1339
244841	1331
244896	1337
244906	1335
244906	1335
244957	1347
245115	1345
245144	1349
245148	1349
245182	1343
245273	1353
245371	1345
245433	1359
245438	1361
245520	1333
245558	1331
245602	1331
245660	1321
245666	1325
245735	1339
245801	1347
245848	1335
245916	1355
245946	1347
246022	1347
246096	1347
246109	1345
246124	1341
246176	1347
246184	1347
246222	1339
246339	1311
246440	1329
246440	1329
246447	1323
246559	1335
246590	1339
246688	1321
246761	1333
246813	1331
246920	1353
246981	1343
246993	1351
247008	1341
247105	1337
247126	1327
247143	1319
247238	1315
247346	1351
247437	1345
247549	1349
247575	1349
247664	1347
247769	1309
247776	1305
247824	1305
247844	1309
247844	1309
247937	1323
247985	1327
248021	1329
248043	1329
248127	1331
248220	1335
248303	1329
248335	1327
248360	1319
248443	1327
248533	1327
248541	1331
248566	1333
248636	1315
248699	1319
248785	1341
248875	1319
248965	1331
248986	1329
249020	1353
249098	1325
249163	1337
249164	1337
249164	1337
249174	1337
249201	1333
249266	1313
249267	1313
249310	1331
249374	1341
249431	1337
249480	1337
249530	1345
249562	1359
249595	1321
249630	1325
249677	1335
249745	1337
249774	1341
249782	1343
249821	1341
249835	1337
249864	1345
249886	1343
249935	1335
249978	1329
250023	1333
250061	1305
250069	1313
250099	1331
250121	1347
250167	1345
250200	1339
250238	1369
250257	1355
250259	1361
250300	1351
250351	1329
250372	1341
250414	1323
250416	1321
250432	1335
250443	1319
250450	1329
250485	1339
250504	1347
250507	1343
250529	1313
250545	1331
250550	1343
250576	1321
250586	1329
250601	1349
250626	1337
250645	1349
250648	1345
250665	1317
250670	1329
250678	1319
250687	1321
250713	1319
250727	1335
250739	1321
250750	1341
250771	1335
250779	1347
250793	1331
250810	1321
250827	1339
250828	1337
250839	1337
250854	1335
250863	1329
250874	1341
250874	1341
250877	1327
250877	1327
250887	1323
250895	1323
250895	1323
250901	1341
250908	1337
250913	1343
250916	1357
250916	1357
250918	1339
250920	1357
250920	1357
250920	1357
20102	1677
20257	1683
20604	1667
20936	1685
21154	1689
21313	1681
22128	1669
22905	1703
23370	1675
23824	1685
24641	1663
25521	1691
25770	1673
26289	1705
27052	1695
27142	1693
28039	1653
28149	1645
28615	1637
29244	1673
29945	1627
30410	1623
30625	1613
31112	1619
31251	1619
32006	1629
32920	1653
33573	1593
34478	1641
34692	1625
34752	1625
34951	1613
35801	1597
36015	1597
36473	1577
36824	1587
37422	1561
37759	1565
38620	1637
39129	1603
39331	1605
39612	1639
39749	1635
39923	1615
40457	1601
41096	1523
41628	1585
41878	1559
42182	1547
42182	1547
42592	1569
42792	1571
43106	1533
43451	1573
43940	1539
44310	1533
45059	1567
45745	1487
46311	1579
47001	1541
47254	1539
48004	1487
48629	1581
49093	1523
49602	1517
49726	1521
50124	1525
50218	1529
50384	1511
50936	1535
51294	1545
51326	1553
51968	1497
52329	1513
52850	1527
53107	1533
53394	1545
53904	1537
54624	1491
54762	1495
55305	1489
55344	1509
55916	1501
56727	1465
57230	1463
57902	1479
58580	1521
58632	1519
59032	1521
59721	1493
59774	1497
60436	1525
60663	1513
61165	1507
61223	1495
61628	1503
62440	1497
63141	1477
63702	1481
63822	1457
64580	1445
65435	1497
65807	1477
66160	1465
66222	1459
66235	1461
66641	1467
66826	1457
67622	1451
68277	1439
68662	1455
69232	1441
69620	1431
70365	1471
70509	1463
70935	1461
71184	1461
72014	1453
72855	1393
73434	1435
73878	1469
74278	1429
74848	1479
75498	1461
76016	1473
76228	1473
76894	1489
77580	1461
78334	1435
78884	1431
79438	1469
79824	1453
80573	1437
80933	1441
81701	1415
82403	1463
82445	1463
83014	1425
83634	1431
83852	1409
84099	1425
84563	1427
84996	1435
85757	1419
86236	1453
86391	1455
86810	1461
87301	1427
87672	1409
88086	1437
88098	1437
88704	1403
89386	1427
89742	1443
90530	1407
91165	1415
91422	1401
91540	1403
91675	1403
92036	1417
92641	1403
92842	1409
93258	1413
93306	1401
93604	1437
93804	1439
93912	1421
94530	1411
94833	1403
94989	1409
95564	1365
95835	1393
96604	1395
96881	1403
97213	1391
97978	1379
98533	1403
98536	1399
99000	1391
99544	1413
100053	1405
100493	1409
101087	1373
101131	1379
101234	1375
101886	1429
102381	1375
103052	1381
103328	1379
104018	1445
104719	1407
105248	1385
105900	1411
106116	1403
106827	1375
107284	1385
107930	1433
108631	1391
108675	1389
108698	1377
108859	1367
109128	1377
109823	1389
109823	1389
110314	1407
110633	1391
110917	1377
110923	1377
111169	1385
111188	1379
111882	1379
112336	1363
112675	1399
113349	1393
113643	1403
113824	1405
114176	1377
114722	1391
115416	1375
115911	1383
115943	1367
116417	1409
116976	1401
117176	1399
117490	1389
117497	1385
117891	1377
118487	1389
119026	1385
119524	1377
119613	1385
119766	1373
120282	1407
120646	1405
121094	1411
121559	1399
121627	1377
121870	1395
121912	1405
122434	1347
122856	1367
122873	1371
123022	1379
123183	1369
123492	1381
123963	1399
124161	1391
124724	1381
125206	1361
125422	1363
126069	1387
126616	1401
126775	1403
127299	1381
127813	1391
128249	1367
128441	1399
129030	1385
129525	1415
129909	1401
130587	1349
131012	1353
131426	1341
131468	1335
131749	1319
131936	1329
132344	1337
132585	1353
133115	1355
133137	1353
133510	1349
133750	1351
134163	1343
134522	1347
135154	1361
135585	1333
136256	1363
136910	1399
137501	1363
138111	1383
138184	1375
138324	1365
138353	1369
138763	1383
139083	1365
139673	1347
140272	1375
140764	1369
141343	1377
141429	1377
142056	1373
142654	1371
142794	1371
143003	1383
143337	1387
143369	1399
143701	1389
144067	1385
144610	1375
144878	1365
145173	1369
145182	1371
145460	1373
146077	1361
146433	1389
147062	1359
147561	1373
147607	1377
148173	1375
148622	1345
149177	1347
149506	1361
149963	1353
150087	1355
150535	1353
151012	1375
151023	1373
151527	1373
152024	1361
152629	1347
153213	1377
153626	1365
153892	1361
153986	1375
154512	1385
155104	1361
155261	1357
155309	1357
155373	1343
155884	1351
156505	1347
156820	1341
157133	1337
157426	1347
157564	1345
157858	1349
157927	1345
157961	1339
158104	1333
158332	1341
158938	1359
159370	1371
159864	1357
160456	1383
160557	1347
161108	1359
161690	1355
161722	1341
162253	1357
162348	1355
162693	1369
163176	1349
163675	1353
163964	1351
164506	1367
164968	1345
165486	1377
165748	1379
165804	1379
166181	1377
166380	1359
166716	1355
166888	1365
166900	1363
167106	1355
167197	1359
167343	1369
167777	1359
167821	1353
168138	1335
168488	1363
168497	1363
168831	1357
169354	1353
169360	1351
169408	1347
169424	1349
169907	1367
170209	1353
170242	1353
170429	1363
170473	1367
170987	1355
171017	1357
171370	1371
171648	1363
172029	1349
172173	1341
172224	1337
172546	1351
172730	1347
172902	1355
173017	1339
173104	1351
173550	1363
173907	1377
173933	1371
174332	1361
174418	1349
174445	1347
174981	1357
175358	1369
175363	1371
175627	1359
176101	1385
176210	1367
176536	1347
177060	1335
177339	1343
177576	1343
177682	1339
177821	1347
178089	1339
178321	1343
178544	1319
178733	1319
178937	1335
178996	1329
179484	1387
179909	1357
180098	1357
180204	1367
180479	1359
180781	1323
180826	1329
180860	1323
181116	1333
181642	1321
182037	1347
182289	1345
